gen,brain1,brain2,brain3,brain4,brain5,brain6,brain7,brain8,brain9,brain10,brain11,brain12,brain13,brain14,brain15,brain16,brain17,brain18,brain19,brain20,brain21,brain22,brain23,brain24,brain25,brain26,brain27,brain28,brain29,brain30,brain31,brain32,brain33,brain34,brain35,brain36,brain37,brain38,brain39,brain40,brain41,brain42,brain43,brain44,brain45,brain46,brain47,brain48,brain49,brain50,brain51,brain52,brain53,brain54,brain55,brain56,brain57,brain58,brain59,brain60,brain61,brain62,brain63,brain64,brain65,brain66,brain67,brain68,brain69,brain70,brain71,brain72,brain73,brain74,brain75,brain76,brain77,brain78,brain79,brain80,brain81,brain82,brain83,brain84,brain85,brain86,brain87,brain88,brain89,brain90,brain91,brain92,brain93,brain94,brain95,brain96,brain97,brain98,brain99,brain100
64,1822.411,1702.352,1629.678,1627.455,1617.409,1519.374,1503.394,1488.224,1442.237,1437.016,1410.172,1381.533,1370.561,1365.756,1361.047,1335.104,1329.527,1329.395,1272.080,1260.993,1234.828,1195.083,1192.137,1114.090,1091.872,1077.599,1071.639,1049.318,960.159,916.926,888.171,874.994,866.149,848.877,831.330,810.695,724.241,702.960,694.316,669.637,628.563,619.375,618.738,611.611,604.672,542.479,493.782,472.925,467.263,466.618,460.986,458.264,440.678,431.881,417.715,412.143,374.172,370.839,360.253,353.849,352.813,329.129,303.832,301.957,301.684,284.835,284.215,282.694,271.151,252.549,251.591,246.294,241.684,223.760,223.405,182.033,176.857,140.147,115.999,114.453,108.379,100.203,99.267,95.301,86.309,84.399,83.163,75.302,67.092,54.345,50.450,47.949,42.758,42.228,40.841,30.878,24.942,23.663,16.844,14.775
65,1807.916,1716.849,1700.703,1627.907,1600.124,1591.300,1564.341,1564.341,1557.899,1517.193,1471.547,1450.719,1423.627,1406.591,1405.553,1401.624,1400.772,1369.024,1367.536,1358.378,1346.691,1331.272,1317.160,1304.541,1303.452,1296.438,1294.986,1286.877,1272.453,1263.488,1214.109,1194.715,1080.482,1047.432,1009.464,906.048,824.333,817.302,781.784,765.695,743.211,726.630,674.913,671.965,662.613,659.538,566.308,556.875,554.288,486.294,485.921,485.921,460.612,430.497,427.506,388.287,378.933,371.399,354.999,353.682,337.922,327.298,325.183,315.221,304.289,299.587,299.176,297.930,288.416,268.687,250.743,227.842,217.355,207.648,203.575,199.132,197.766,192.772,189.638,167.966,163.904,160.257,149.049,148.009,139.687,116.172,105.043,83.089,66.124,51.426,48.446,47.898,46.214,43.567,42.450,40.903,35.192,27.196,25.697,11.063
66,1786.722,1755.115,1714.294,1705.579,1699.476,1598.060,1552.788,1542.013,1541.797,1523.115,1523.115,1471.272,1425.240,1418.191,1411.458,1400.855,1373.780,1372.963,1344.834,1333.531,1326.472,1307.334,1292.051,1145.801,1052.747,885.331,884.560,873.224,860.967,786.777,775.590,748.117,716.992,709.873,706.887,692.720,648.947,632.350,625.674,575.053,560.765,555.468,547.678,542.470,459.991,457.898,411.716,407.857,402.413,393.536,392.403,377.342,355.123,354.637,345.314,339.284,319.862,302.549,301.127,283.203,274.712,266.943,259.575,251.199,249.402,236.625,225.658,222.571,214.707,203.678,196.963,187.072,183.446,160.337,148.995,144.730,141.946,128.968,127.244,121.628,117.985,113.004,97.215,79.340,71.691,71.643,69.208,65.653,51.659,47.918,44.626,44.187,38.365,35.102,34.450,28.608,27.794,17.430,12.789,10.924
67,1743.868,1725.298,1716.719,1693.151,1628.817,1596.471,1549.407,1545.529,1510.558,1498.174,1496.235,1496.235,1474.193,1454.080,1432.888,1410.616,1410.082,1405.069,1400.640,1389.775,1387.596,1372.459,1361.652,1357.784,1310.483,1270.578,1195.033,1155.453,1121.844,1077.170,1015.193,1010.492,1005.402,1005.179,929.794,896.941,880.335,769.515,749.035,681.662,604.458,516.758,512.375,501.403,492.453,463.794,462.950,446.221,429.415,420.609,402.950,391.672,369.178,349.568,348.650,343.564,343.304,326.661,306.485,283.610,281.901,279.337,267.940,263.265,253.673,250.604,249.452,245.980,237.699,223.936,215.690,205.327,199.126,189.606,185.810,164.283,144.360,133.020,125.675,121.042,113.488,105.306,99.960,98.766,95.205,86.440,85.233,83.178,82.113,72.996,69.695,61.241,60.298,53.946,43.224,35.494,24.666,22.281,20.518,16.062
68,1760.972,1748.156,1683.245,1674.879,1651.451,1626.578,1618.010,1601.980,1563.561,1542.150,1538.053,1538.053,1521.845,1492.967,1484.227,1469.543,1451.843,1429.449,1415.341,1370.629,1368.532,1352.606,1309.679,1278.329,1231.994,1152.131,1099.127,1053.625,991.402,919.976,895.176,891.714,882.833,866.760,850.379,811.583,803.746,799.571,795.931,723.602,718.553,718.353,706.692,702.584,623.246,615.777,537.446,512.605,495.032,485.134,458.001,456.695,438.159,432.215,422.027,418.534,416.161,415.974,405.512,367.459,344.980,342.879,324.049,322.642,301.514,299.106,277.245,274.416,268.853,268.506,267.900,266.042,250.982,247.145,221.570,215.503,188.748,174.710,174.505,160.488,138.791,137.535,119.182,118.822,114.364,104.017,99.836,98.670,89.646,87.118,81.785,69.207,61.854,50.144,42.629,38.835,29.103,27.737,26.669,14.050
69,1762.876,1755.257,1751.727,1724.364,1691.528,1676.442,1661.110,1661.110,1638.355,1598.948,1595.337,1548.980,1539.768,1518.165,1498.381,1458.571,1442.182,1437.179,1437.179,1434.401,1399.092,1368.547,1359.895,1350.389,1336.266,1261.689,1186.749,1171.984,1144.933,1144.933,1134.951,1132.055,1106.948,1102.408,1070.379,1032.357,1025.093,1018.503,975.140,955.323,880.406,811.158,793.921,758.699,643.472,608.045,480.962,456.549,452.358,426.822,416.668,414.856,409.924,386.777,381.171,375.773,375.154,372.242,372.210,359.841,354.138,347.029,344.869,332.988,302.355,302.075,301.277,289.290,259.194,223.471,220.676,216.631,216.274,215.735,214.677,209.046,177.791,171.522,157.047,156.399,143.791,128.298,125.433,111.269,106.156,103.869,92.538,83.554,80.925,80.139,76.304,72.636,68.415,61.664,57.075,52.919,43.830,36.770,25.319,12.011
70,1745.034,1744.739,1734.511,1723.149,1717.299,1704.943,1699.229,1638.729,1619.776,1592.216,1587.484,1587.484,1559.975,1559.903,1558.753,1518.078,1479.577,1479.577,1445.243,1412.475,1402.110,1402.110,1400.589,1400.155,1393.007,1393.007,1362.578,1297.702,1288.120,1249.709,1232.571,1189.581,1157.289,1114.730,1107.515,1053.005,1043.761,1043.295,1043.295,1011.860,1005.437,995.417,911.040,909.577,882.728,845.435,805.848,804.973,785.955,717.819,561.453,510.768,498.071,460.550,458.336,456.621,446.314,438.699,421.426,421.199,415.548,372.545,356.493,349.509,340.147,310.545,308.602,305.664,287.633,285.466,261.537,249.721,242.338,242.225,236.943,211.294,211.294,201.512,198.427,198.303,194.538,167.975,153.124,152.738,151.650,150.524,140.546,110.852,101.235,77.833,62.329,54.038,51.388,48.623,47.037,43.265,39.069,37.536,26.488,10.370
71,1765.254,1738.157,1734.532,1721.521,1719.458,1693.124,1668.184,1666.484,1640.516,1618.036,1618.036,1616.212,1595.163,1569.635,1541.099,1519.349,1514.359,1501.233,1501.233,1495.999,1452.610,1391.066,1362.807,1345.485,1271.868,1265.439,1230.996,1199.236,1148.956,1073.800,1068.315,1055.381,955.322,939.921,904.176,789.716,766.478,764.547,732.593,712.003,675.833,669.450,632.791,626.398,603.522,589.495,587.524,540.010,474.041,464.679,454.635,428.151,426.117,421.447,412.046,410.537,394.592,376.871,374.682,373.422,366.814,356.368,336.399,327.793,326.651,292.269,286.002,280.930,275.683,266.513,262.358,250.049,249.960,239.944,239.766,238.075,227.814,204.055,202.675,181.096,172.460,167.000,158.509,147.742,135.552,127.307,115.638,105.669,105.347,102.139,90.140,77.662,76.182,72.478,61.895,52.031,42.378,33.234,32.862,18.338
72,1802.390,1758.256,1705.301,1700.080,1693.078,1680.068,1675.155,1673.419,1662.789,1633.579,1633.579,1566.277,1558.277,1558.085,1539.719,1537.538,1519.874,1512.647,1480.794,1479.670,1458.939,1438.280,1438.280,1419.576,1411.533,1361.237,1347.562,1342.614,1273.672,1259.926,1136.325,1132.527,1112.627,1105.998,1060.540,981.436,971.794,943.469,903.838,883.388,876.445,819.522,658.049,652.959,616.102,540.106,510.244,506.606,498.906,492.037,488.544,461.408,424.541,411.075,384.210,355.346,345.282,324.262,316.102,312.453,295.957,292.001,290.200,273.665,272.317,271.485,236.532,222.354,206.095,202.535,197.331,185.980,185.871,162.955,130.359,121.695,107.335,101.611,90.563,90.436,85.123,81.202,71.546,70.937,67.173,59.232,55.052,48.521,47.918,39.832,38.920,36.777,36.678,32.291,31.722,23.656,22.568,22.540,16.767,8.458
73,1828.319,1821.631,1745.752,1745.752,1744.562,1738.146,1717.114,1672.294,1654.023,1629.201,1612.534,1601.844,1599.630,1588.333,1572.549,1560.806,1558.567,1535.661,1530.911,1529.767,1478.221,1431.460,1278.184,1252.752,1249.952,1181.401,1172.854,1163.892,1118.032,1103.541,1065.971,1063.188,1045.278,1026.209,972.824,885.590,853.526,802.880,797.451,749.574,670.703,669.901,656.753,655.582,652.106,640.674,638.476,527.242,498.720,496.740,488.065,484.232,482.201,479.396,478.169,458.873,456.376,424.617,415.008,386.580,381.022,372.168,364.763,364.427,344.132,313.680,313.342,287.858,267.542,258.070,255.840,228.528,218.398,209.659,198.414,167.943,162.214,145.748,145.548,134.366,119.486,93.661,88.518,87.810,86.354,82.327,78.318,68.702,65.731,60.260,58.983,52.810,38.720,37.085,34.637,29.501,26.305,23.701,22.229,16.885
74,1754.346,1718.410,1715.866,1702.208,1701.577,1701.315,1679.177,1676.807,1659.334,1659.334,1629.434,1619.316,1618.014,1600.608,1599.927,1595.841,1540.293,1539.840,1521.396,1474.388,1467.529,1418.410,1411.572,1338.920,1313.552,1275.710,1229.395,1167.943,1096.359,1096.359,1091.083,1070.683,1031.589,999.224,978.964,978.964,963.564,923.893,838.320,809.545,798.241,733.885,730.246,725.269,705.507,666.231,651.482,631.264,617.446,597.680,579.176,504.577,503.941,468.644,437.560,429.566,413.082,396.055,392.932,391.059,388.236,386.839,366.104,314.022,302.540,290.678,288.067,278.869,269.079,257.707,247.815,224.670,221.577,219.505,218.240,190.021,167.053,166.633,162.675,144.830,142.691,133.223,120.144,115.377,105.253,81.685,79.024,78.075,72.060,49.404,49.184,46.607,44.137,37.945,29.274,29.200,27.447,24.365,17.021,14.719
75,1860.031,1843.966,1806.242,1754.265,1730.671,1701.209,1669.130,1636.437,1636.234,1636.169,1635.821,1634.687,1621.007,1619.445,1613.985,1613.985,1612.739,1588.704,1557.041,1555.689,1542.373,1540.282,1514.778,1473.131,1346.601,1307.658,1293.087,1279.219,1274.116,1273.223,1166.344,1160.127,1073.266,1066.787,1006.798,895.803,887.519,827.908,522.584,514.017,506.036,504.499,470.745,447.751,444.969,430.151,422.443,421.174,401.896,390.447,388.786,386.727,374.478,369.986,367.606,366.609,344.563,336.946,330.159,324.048,291.736,288.222,270.108,258.384,248.968,243.263,226.843,211.643,209.693,197.823,188.258,185.308,173.934,171.399,168.283,160.362,156.224,149.116,110.379,100.576,86.824,86.372,83.469,79.725,72.933,67.962,63.955,59.663,57.028,43.331,42.985,41.940,41.590,41.363,40.991,39.265,30.417,21.057,16.260,9.590
76,1836.427,1833.248,1783.705,1745.448,1721.212,1696.554,1693.405,1680.470,1680.470,1680.046,1675.629,1657.736,1651.963,1625.185,1609.644,1597.597,1561.604,1559.128,1555.011,1549.569,1540.732,1452.244,1374.436,1345.963,1246.742,1199.005,1135.998,1054.429,981.153,978.883,976.931,960.946,895.366,876.120,816.682,816.682,810.794,727.364,711.578,635.137,622.467,599.471,545.694,482.060,468.927,468.837,452.043,448.817,448.817,439.801,432.084,422.959,421.437,418.950,414.945,414.945,393.645,381.532,380.097,340.175,339.523,329.461,327.981,322.491,314.688,295.522,259.887,258.654,255.344,254.002,254.002,249.224,232.844,226.377,221.150,218.341,192.095,191.982,183.275,165.410,161.708,122.470,122.004,92.588,92.280,90.989,87.757,85.190,82.423,75.794,75.539,75.417,68.524,60.894,51.279,42.247,38.154,33.821,15.775,14.629
77,1821.595,1819.531,1716.359,1715.416,1706.008,1700.353,1693.846,1679.264,1664.046,1639.300,1615.008,1582.846,1559.796,1559.454,1554.878,1554.878,1535.681,1493.728,1474.307,1473.666,1465.446,1423.517,1400.210,1400.150,1338.012,1159.332,1076.203,1038.611,1035.167,993.160,889.587,875.453,870.408,815.431,787.625,704.707,674.126,594.757,577.086,566.953,559.310,489.338,487.469,478.373,477.538,446.632,439.766,424.440,415.188,412.452,409.493,409.439,399.983,398.440,388.242,386.985,352.166,349.240,332.164,280.411,246.593,244.440,227.521,205.808,185.069,179.682,177.520,173.699,164.059,160.142,146.680,140.966,132.563,131.045,125.763,124.890,123.903,122.961,114.349,114.054,111.704,107.976,107.679,93.289,92.653,84.557,81.615,72.378,54.372,50.919,46.362,45.388,45.003,39.905,37.851,36.853,33.460,26.223,25.728,24.880
78,1842.662,1800.830,1785.012,1761.934,1757.101,1657.607,1655.000,1637.969,1634.877,1617.812,1611.901,1610.624,1588.915,1588.915,1586.136,1575.329,1561.434,1557.059,1553.518,1523.700,1500.376,1451.676,1448.898,1394.349,1331.308,1219.263,1203.856,1165.133,969.075,961.903,930.520,915.918,832.313,821.530,819.424,814.482,814.347,788.496,741.218,732.502,685.177,649.275,527.805,526.594,494.861,485.564,453.199,444.601,432.088,420.479,418.295,409.098,379.491,372.378,354.081,337.933,336.754,330.355,327.346,322.541,311.734,311.119,299.375,296.997,282.608,279.933,273.265,256.265,256.242,255.247,239.844,236.295,227.567,221.734,221.351,211.903,198.377,193.921,189.785,185.463,167.996,166.960,139.403,129.187,128.260,116.085,104.504,88.031,85.440,76.690,73.345,72.871,69.697,69.109,44.342,43.733,35.733,17.490,13.751,13.018
79,1827.124,1779.639,1734.964,1726.138,1717.920,1697.297,1681.516,1678.352,1673.154,1672.085,1662.376,1658.642,1658.642,1655.004,1654.128,1648.123,1616.333,1581.207,1578.452,1551.378,1549.881,1532.733,1521.980,1518.901,1517.787,1517.104,1451.629,1403.257,1358.266,1348.177,1319.169,1299.136,1268.407,1263.864,1205.551,1188.026,1185.521,1057.562,1046.854,938.139,928.617,910.808,867.109,682.750,619.715,615.936,572.013,563.904,548.030,529.245,465.338,457.643,454.611,417.754,413.061,411.688,409.182,359.924,333.284,333.174,320.102,296.355,269.134,266.910,262.742,262.045,231.769,217.919,216.310,209.172,203.547,202.149,194.746,192.172,180.685,118.075,112.521,100.374,98.569,98.137,85.297,83.610,79.963,73.414,70.635,66.201,64.406,62.877,60.461,51.757,51.757,49.021,40.632,34.351,29.103,28.411,27.914,25.993,22.604,20.213
80,1824.932,1767.426,1734.579,1716.970,1695.175,1681.577,1677.240,1650.094,1650.094,1608.504,1604.820,1590.416,1573.305,1566.412,1548.934,1541.193,1534.020,1506.096,1500.339,1499.795,1446.850,1330.842,1143.315,1143.315,1053.694,1025.842,991.266,991.266,938.449,929.610,925.023,875.753,811.853,790.364,597.320,532.740,523.321,521.413,516.050,511.103,481.004,468.579,450.267,432.336,425.195,417.820,417.495,394.781,390.655,376.088,358.085,332.285,326.012,319.003,318.287,314.237,310.454,282.040,267.471,259.232,257.548,252.261,248.426,242.545,238.882,238.733,229.109,228.456,214.236,213.158,197.029,168.020,132.369,126.185,125.245,106.419,103.771,100.061,96.019,89.324,87.781,84.173,83.466,69.421,66.278,64.407,57.909,56.654,45.859,41.651,41.091,39.792,38.025,33.915,33.312,33.048,20.818,14.323,11.539,10.524
81,1747.117,1742.314,1689.448,1677.713,1637.491,1636.738,1627.208,1627.208,1604.833,1587.069,1586.928,1573.478,1562.693,1537.033,1519.224,1517.542,1501.340,1493.997,1483.016,1475.264,1448.446,1423.006,1422.673,1393.879,1369.880,1302.022,1298.667,1152.006,1150.800,1141.683,1085.340,1085.322,1039.882,1004.175,912.112,871.685,860.532,813.235,786.358,667.442,617.579,570.124,544.647,498.699,466.736,465.068,461.550,457.042,451.930,425.792,411.221,392.731,377.445,364.086,362.898,341.488,291.638,278.207,275.358,263.022,230.272,225.767,202.989,200.459,200.095,192.044,187.587,187.587,187.191,185.765,167.535,150.315,126.529,123.646,122.640,122.243,116.952,108.879,106.944,106.944,101.410,100.137,84.944,83.951,77.005,69.637,69.446,66.366,50.968,39.069,36.508,27.843,27.337,24.343,24.282,18.829,16.594,10.316,10.278,10.116
82,1792.912,1744.809,1743.006,1732.853,1717.590,1672.564,1672.564,1645.082,1608.612,1604.551,1581.510,1574.314,1565.036,1563.995,1556.057,1538.829,1534.169,1531.177,1530.906,1504.122,1493.172,1493.172,1490.761,1470.272,1359.360,1340.971,1329.376,1308.115,1248.279,1175.008,1032.814,997.693,985.858,934.649,929.083,913.317,866.293,741.349,719.078,714.124,676.089,640.957,568.870,566.429,553.290,493.514,461.626,418.311,416.309,412.086,410.493,402.463,393.846,385.333,379.936,366.633,365.396,343.999,342.019,335.134,334.187,326.905,322.137,320.919,314.210,272.685,262.820,262.342,248.404,242.336,238.244,231.319,210.051,209.418,201.762,190.761,189.645,188.430,187.667,187.362,181.332,171.221,166.249,93.841,93.517,85.236,82.865,78.311,74.681,54.266,52.463,52.463,47.583,47.112,47.098,30.815,23.661,20.389,10.465,10.109
83,1784.776,1761.580,1715.308,1702.261,1702.261,1695.601,1690.317,1654.950,1654.746,1633.490,1620.724,1610.858,1610.858,1596.665,1590.798,1583.244,1570.615,1563.344,1549.314,1548.474,1546.237,1536.052,1532.171,1522.533,1513.687,1502.898,1480.053,1454.081,1301.166,1232.112,1162.800,1130.730,1115.846,1054.735,1047.538,965.235,920.080,878.999,827.690,787.523,744.737,726.713,687.074,679.203,649.614,636.041,606.989,582.801,530.909,512.390,499.683,498.564,425.631,402.493,382.490,377.910,366.779,363.641,328.911,328.659,320.671,313.693,256.097,247.488,243.736,226.117,220.542,220.542,218.826,205.811,202.484,180.948,169.495,154.932,139.028,132.924,125.176,117.309,114.082,109.338,105.204,89.485,86.077,73.111,67.624,62.095,57.581,43.790,39.808,39.238,38.664,34.274,30.935,27.561,27.125,26.091,25.121,15.219,10.489,9.847
84,1882.296,1805.979,1719.825,1704.497,1692.473,1646.299,1646.299,1623.651,1606.800,1603.169,1603.167,1591.646,1581.482,1556.667,1544.789,1528.527,1528.527,1521.348,1508.457,1470.900,1465.263,1458.303,1426.744,1386.031,1376.694,1336.752,1309.032,1264.006,1209.929,1151.190,1119.597,1102.353,1035.871,1024.387,1004.777,988.033,962.070,927.189,686.395,600.110,599.140,550.129,518.358,489.270,464.993,464.605,457.020,424.339,424.287,402.548,388.474,373.874,370.026,313.189,285.870,281.081,280.607,264.465,262.365,260.593,256.129,239.698,233.375,219.473,207.872,204.017,203.512,194.743,194.609,192.102,180.144,176.247,169.795,166.269,157.967,139.343,135.590,128.351,125.024,117.509,108.086,107.554,104.278,99.061,72.727,69.128,67.924,62.528,60.852,59.560,50.264,50.229,46.339,36.489,33.555,32.439,25.786,25.132,19.049,14.187
85,1785.982,1778.596,1764.014,1702.627,1697.515,1661.627,1645.720,1645.720,1636.506,1631.544,1626.050,1614.586,1614.586,1592.624,1585.485,1585.485,1579.165,1569.672,1555.959,1527.635,1517.928,1512.542,1500.444,1486.226,1212.380,1212.380,1209.942,1206.785,1185.240,1167.769,1167.769,1137.298,1137.298,1130.664,1111.667,1035.469,1016.988,995.396,989.876,985.424,943.438,891.946,841.354,840.397,789.871,767.540,739.245,714.361,637.858,558.934,558.181,553.403,524.782,494.905,479.648,439.531,424.950,399.104,395.951,386.443,380.245,380.041,369.092,366.506,362.738,357.006,335.661,315.999,314.943,292.485,278.379,267.329,263.181,257.353,246.606,209.022,195.000,181.378,174.303,153.094,141.491,129.927,107.932,91.689,86.084,75.253,73.818,68.088,66.908,62.869,62.505,59.701,57.039,43.069,39.936,38.058,34.802,29.587,21.422,16.513
86,1845.585,1783.066,1761.157,1737.329,1720.345,1715.774,1715.774,1714.491,1664.689,1658.562,1650.563,1648.038,1648.038,1641.988,1516.747,1512.729,1510.694,1494.575,1494.575,1484.212,1479.243,1471.039,1450.663,1413.536,1368.151,1340.465,1312.533,1293.831,1287.993,1274.069,1237.078,1172.836,1156.233,1144.651,1141.447,1088.288,1009.510,1006.142,947.292,943.081,900.245,872.485,736.252,733.037,644.682,589.863,530.241,508.849,446.636,445.783,438.020,425.744,423.911,398.004,379.276,319.395,316.362,308.558,304.964,303.662,284.270,235.400,234.279,229.890,216.099,208.337,188.943,162.040,158.622,158.577,153.765,151.369,148.625,145.336,139.299,127.082,126.930,118.980,113.430,112.288,94.800,94.672,94.576,91.036,89.300,88.088,63.551,59.727,55.352,54.191,52.083,46.869,46.577,32.829,30.689,29.894,25.077,23.077,16.336,9.939
87,1847.015,1780.900,1736.861,1732.176,1732.176,1721.191,1719.278,1708.892,1704.766,1687.743,1687.743,1683.635,1652.921,1652.921,1632.550,1588.339,1588.339,1587.719,1572.525,1557.647,1556.345,1552.433,1468.267,1466.524,1448.560,1448.560,1434.825,1388.088,1352.211,1339.382,1126.654,1067.601,1024.171,990.521,830.530,820.475,796.859,763.898,717.453,671.963,659.226,658.837,581.958,565.446,507.622,507.622,505.281,505.281,495.158,464.115,457.243,439.055,426.166,425.440,407.732,406.976,399.188,398.980,398.529,366.882,366.725,360.388,356.862,327.508,312.559,308.927,307.132,264.298,238.252,235.753,224.992,223.174,215.000,203.709,202.558,188.091,176.774,171.519,167.362,150.291,148.689,142.181,134.348,124.530,123.831,121.399,120.063,107.679,105.239,100.168,94.180,85.317,84.128,80.746,79.936,55.334,47.331,41.207,33.095,15.364
88,1841.955,1822.112,1783.669,1729.828,1719.916,1710.044,1700.109,1696.374,1696.374,1692.203,1689.076,1684.907,1679.467,1679.467,1678.840,1678.840,1660.546,1650.489,1650.489,1650.360,1640.851,1638.156,1584.968,1572.364,1569.654,1568.051,1357.594,1270.823,1252.648,1218.957,1154.283,1112.904,1059.151,944.545,910.456,886.458,873.347,871.314,853.715,820.380,812.560,781.169,769.409,659.437,598.653,598.118,579.607,556.137,494.898,488.448,460.050,439.539,424.082,420.957,418.544,415.580,406.446,405.994,400.596,398.438,380.033,376.710,365.290,332.718,306.706,297.784,278.349,272.428,248.297,246.522,224.984,216.900,204.790,198.242,198.236,196.857,195.647,193.194,184.944,180.499,174.388,161.678,161.432,161.429,158.137,151.570,150.541,147.689,145.870,121.859,114.179,105.657,96.678,95.018,86.217,79.615,68.812,57.419,53.723,18.108
89,1902.273,1873.495,1842.810,1807.308,1807.308,1801.564,1782.865,1742.589,1725.752,1719.669,1719.669,1709.647,1709.576,1681.064,1640.345,1635.245,1616.682,1608.539,1608.539,1608.488,1586.076,1571.279,1559.343,1513.087,1510.683,1510.641,1510.641,1479.356,1430.719,1369.873,1313.686,1242.957,1226.286,1194.336,1190.251,1174.684,1158.885,1111.599,1107.066,1052.706,1029.713,934.171,872.888,857.248,850.869,806.845,683.833,676.764,653.671,638.935,593.582,592.086,591.944,540.455,524.127,495.877,454.086,423.982,423.582,382.956,375.600,371.828,364.964,363.470,357.440,327.244,322.664,308.027,297.251,295.562,288.318,283.561,247.512,241.571,232.202,224.973,223.135,222.191,209.242,199.382,196.637,189.270,186.631,182.162,181.755,178.059,175.304,165.015,162.399,142.325,130.715,121.466,114.170,113.139,111.561,77.080,76.672,43.027,21.304,10.637
90,1820.329,1805.303,1805.048,1801.521,1758.090,1742.251,1742.054,1724.024,1724.024,1723.532,1716.479,1716.479,1714.822,1712.287,1703.225,1692.330,1690.072,1690.061,1683.153,1652.288,1652.288,1648.712,1602.141,1602.141,1574.199,1459.821,1456.414,1445.420,1418.740,1410.914,1388.954,1384.188,1289.825,1150.711,1115.354,1048.116,964.196,953.638,907.070,893.513,848.855,820.631,794.945,782.871,765.074,762.575,732.029,643.034,613.241,589.354,586.542,586.542,567.087,537.594,499.771,484.644,467.750,465.904,463.762,426.860,406.608,403.204,388.172,376.618,362.862,301.355,295.126,294.752,259.863,254.400,247.396,244.642,240.792,235.754,203.992,202.443,198.347,196.593,184.222,182.000,180.743,180.220,143.370,133.674,126.068,123.713,117.183,107.880,100.978,89.484,86.783,85.219,82.552,62.035,58.091,51.904,45.341,43.757,27.153,17.858
91,1842.646,1809.641,1796.362,1796.362,1787.882,1786.459,1786.233,1739.302,1715.982,1707.708,1707.242,1695.806,1684.322,1678.481,1657.272,1657.272,1655.992,1654.447,1606.050,1586.194,1566.911,1548.513,1531.523,1489.777,1427.901,1409.690,1390.792,1358.571,1352.765,1283.625,1272.314,1266.298,1143.238,1127.912,1124.900,1109.689,1038.022,1014.629,950.757,948.589,921.597,896.327,893.286,872.035,865.261,853.200,820.553,602.467,591.852,589.448,477.995,473.273,437.881,436.188,427.203,426.514,425.354,406.030,394.526,388.310,386.548,376.236,348.663,342.848,333.712,317.122,299.894,298.249,296.471,293.661,291.061,280.136,254.600,247.222,220.316,190.619,172.185,164.730,161.586,156.055,137.245,130.309,109.875,106.150,105.331,102.533,102.113,101.131,97.779,95.964,92.912,90.138,87.834,86.308,80.512,77.436,74.504,62.401,42.710,25.426
92,1842.223,1826.931,1799.256,1799.241,1763.088,1761.645,1722.285,1714.391,1702.398,1699.351,1699.351,1694.595,1690.511,1690.511,1683.207,1659.663,1644.112,1625.869,1605.224,1592.304,1587.125,1569.371,1540.924,1526.503,1526.061,1525.877,1521.904,1333.665,1307.373,1211.129,1195.667,1187.306,1146.367,1141.629,1133.724,1101.161,1095.198,1070.793,1038.196,1032.638,1017.195,1016.102,966.532,923.968,868.698,831.506,748.279,689.210,670.077,627.929,589.816,523.510,495.008,466.039,426.685,421.245,420.909,420.073,394.212,390.658,386.740,380.536,380.445,375.972,360.200,347.384,344.837,330.038,321.505,294.731,290.855,283.064,265.471,263.851,226.981,210.521,208.606,195.597,189.157,172.458,172.330,167.174,163.956,153.319,149.456,131.321,122.694,114.468,105.689,105.657,104.421,85.449,67.420,65.962,63.183,61.626,53.051,48.601,33.513,20.087
93,1867.197,1839.609,1801.175,1755.491,1744.527,1742.930,1736.551,1723.322,1716.412,1689.932,1676.578,1654.151,1627.973,1597.863,1597.863,1597.605,1593.274,1593.274,1588.178,1564.046,1529.002,1503.617,1479.895,1460.885,1306.240,1276.045,1207.436,1132.200,1036.312,986.184,981.230,933.268,919.781,898.742,887.180,851.362,816.551,778.141,772.399,733.885,694.232,678.000,618.525,585.799,564.982,538.912,536.201,520.920,507.808,492.446,486.453,484.573,483.968,470.320,449.877,441.806,433.610,428.841,428.723,425.466,423.048,406.529,379.338,359.207,355.163,354.531,352.920,327.177,326.980,323.574,285.821,277.417,262.042,256.703,217.059,210.768,188.416,185.673,167.002,160.240,153.068,143.151,134.416,133.940,131.426,122.843,117.493,92.346,87.316,83.628,63.944,60.204,57.654,47.633,44.487,43.609,41.968,37.640,35.742,27.710
94,1882.517,1822.610,1804.802,1787.282,1783.605,1761.805,1761.627,1759.793,1736.680,1723.788,1679.258,1659.087,1652.821,1652.821,1651.591,1645.205,1634.157,1634.157,1631.494,1629.823,1602.748,1565.257,1564.781,1559.148,1550.193,1398.645,1398.645,1397.241,1246.620,1233.903,1185.759,1173.667,1123.586,1033.756,1032.049,1011.000,803.364,783.684,775.029,775.029,736.657,732.049,662.446,592.018,561.985,550.422,506.117,492.255,436.645,431.795,427.160,412.785,383.501,381.915,381.124,372.216,362.250,328.873,321.232,317.492,312.677,285.823,265.736,257.770,256.347,236.745,219.918,219.416,215.118,208.487,206.556,191.340,187.965,183.521,179.424,179.106,173.809,170.775,153.573,145.466,143.429,129.164,127.452,123.250,116.477,102.117,98.914,88.843,88.333,86.077,85.028,84.127,77.940,70.983,70.139,44.048,39.779,37.542,29.372,24.790
